Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.525185185185,0.170533738098,0.0290817558298,0.733333333333,0.266666666667
Recall,0.483333333333,0.308370868586,0.0950925925925,1.0,0.0
Precision,0.451388888889,0.237921977303,0.0566068672839,0.875,0.0
F1,0.459338624339,0.266424499777,0.0709820140814,0.761904761905,0.0
