Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.576923076923,0.0860026145195,0.00739644970418,0.692307692308,0.461538461538
Recall,0.211538461538,0.0333086693763,0.00110946745562,0.230769230769,0.153846153846
Precision,0.211538461538,0.0333086693763,0.00110946745562,0.230769230769,0.153846153846
F1,0.25,0.0333086693763,0.00110946745562,0.307692307692,0.230769230769
