Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.880531008846,0.174674818531,0.030511292229,1.0,0.41152173913
Recall,0.758712121212,0.398552634868,0.15884420276,1.0,0.0
Precision,0.762916110413,0.398231795224,0.158588562728,1.0,0.0
F1,0.745091716865,0.396799295139,0.157449680623,1.0,0.0
