Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
AdaBoostClassifier,Algorithm:SAMME-n_estimators:10,CV-10,0.35,0.25,0.3,0.25
AdaBoostClassifier,Algorithm:SAMME-n_estimators:50,CV-10,0.5,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:100,CV-10,0.55,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:200,CV-10,0.6,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:500,CV-10,0.6,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:1000,CV-10,0.6,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:1500,CV-10,0.65,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME-n_estimators:2000,CV-10,0.6,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:10,CV-10,0.5,0.35,0.35,0.35
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:50,CV-10,0.5,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:100,CV-10,0.55,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:200,CV-10,0.5,0.25,0.25,0.25
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:500,CV-10,0.45,0.25,0.25,0.25
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:1000,CV-10,0.5,0.25,0.25,0.25
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:1500,CV-10,0.55,0.3,0.3,0.3
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:2000,CV-10,0.5,0.3,0.3,0.3
Bagging,bootstrap:True-n_estimators:10,CV-10,0.55,0.25,0.3,0.35
Bagging,bootstrap:True-n_estimators:50,CV-10,0.5,0.35,0.35,0.35
Bagging,bootstrap:True-n_estimators:100,CV-10,0.45,0.35,0.35,0.35
Bagging,bootstrap:True-n_estimators:200,CV-10,0.5,0.3,0.35,0.35
Bagging,bootstrap:True-n_estimators:500,CV-10,0.5,0.35,0.35,0.35
Bagging,bootstrap:True-n_estimators:1000,CV-10,0.5,0.35,0.35,0.35
Bagging,bootstrap:True-n_estimators:1500,CV-10,0.5,0.35,0.35,0.35
Bagging,bootstrap:True-n_estimators:2000,CV-10,0.5,0.35,0.35,0.35
Bagging,bootstrap:False-n_estimators:10,CV-10,0.4,0.25,0.3,0.3
Bagging,bootstrap:False-n_estimators:50,CV-10,0.4,0.25,0.25,0.25
Bagging,bootstrap:False-n_estimators:100,CV-10,0.45,0.3,0.3,0.3
Bagging,bootstrap:False-n_estimators:200,CV-10,0.45,0.3,0.25,0.3
Bagging,bootstrap:False-n_estimators:500,CV-10,0.4,0.25,0.25,0.25
Bagging,bootstrap:False-n_estimators:1000,CV-10,0.4,0.25,0.3,0.25
Bagging,bootstrap:False-n_estimators:1500,CV-10,0.45,0.25,0.25,0.25
Bagging,bootstrap:False-n_estimators:2000,CV-10,0.4,0.25,0.3,0.3
BernoulliNB,Default,CV-10,0.55,0.35,0.35,0.35
DecisionTree,criterion:gini-splitter:best,CV-10,0.5,0.3,0.25,0.25
DecisionTree,criterion:gini-splitter:random,CV-10,0.6,0.35,0.3,0.4
DecisionTree,criterion:entropy-splitter:best,CV-10,0.4,0.25,0.25,0.25
DecisionTree,criterion:entropy-splitter:random,CV-10,0.45,0.2,0.35,0.25
GaussianNB,Default,CV-10,0.6,0.45,0.45,0.45
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:uniform,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:brute-metric:minkowski-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:brute-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:brute-metric:euclidean-weights:uniform,CV-10,0.75,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:2-algorithm:brute-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:euclidean-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:distance,CV-10,0.55,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.6,0.35,0.35,0.35
