Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.550252525253,0.0693580730096,0.0048105422916,0.75,0.35
Recall,0.356060606061,0.0416046370235,0.00173094582185,0.45,0.2
Precision,0.357575757576,0.0385098940216,0.00148301193756,0.45,0.25
F1,0.357575757576,0.0394812552145,0.00155876951331,0.45,0.25
