Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.508333333333,0.075,0.005625,0.633333333333,0.433333333333
Recall,0.6,0.0707106781187,0.005,0.7,0.5
Precision,0.4125,0.0649519052838,0.00421875,0.5,0.35
F1,0.458333333333,0.0276385399198,0.000763888888899,0.5,0.433333333333
