Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.643333333333,0.0,0.0,0.643333333333,0.643333333333
Recall,0.833333333333,0.0,0.0,0.833333333333,0.833333333333
Precision,0.666666666667,0.0,0.0,0.666666666667,0.666666666667
F1,0.713333333333,0.0,0.0,0.713333333333,0.713333333333
