Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.486096256685,0.171714385847,0.0294858303069,0.727272727273,0.0
Recall,0.316042780748,0.124415186636,0.0154791386656,0.454545454545,0.0
Precision,0.316042780748,0.124023827112,0.0153819096914,0.454545454545,0.0
F1,0.317112299465,0.124428976836,0.0154825702765,0.454545454545,0.0
