Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.507305295722,0.0218639928225,0.000478034182143,0.601270655271,0.416928774929
Recall,0.404620061626,0.159160469003,0.0253320548931,0.9,0.0
Precision,0.315050427684,0.128273803652,0.0164541687034,0.688598290598,0.0
F1,0.32942702869,0.116256551299,0.0135155857199,0.641955903272,0.0
