Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.373262032086,0.220937820544,0.0488135205468,0.636363636364,0.0
Recall,0.185561497326,0.142331404535,0.0202582287168,0.363636363636,0.0
Precision,0.183422459893,0.140999118872,0.0198807515227,0.363636363636,0.0
F1,0.183957219251,0.140819513075,0.0198301352626,0.363636363636,0.0
