Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.510869565217,0.0624408983317,0.00389886578447,0.565217391304,0.413043478261
Recall,0.0815217391305,0.0282399588192,0.000797495274111,0.130434782609,0.0652173913043
Precision,0.0760869565217,0.0188266392128,0.000354442344048,0.108695652174,0.0652173913043
F1,0.0869565217392,0.0217391304348,0.000472589792063,0.108695652174,0.0652173913043
