Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
Bagging,bootstrap:True-n_estimators:100,CV-10,0.545454545455,0.363636363636,0.454545454545,0.454545454545
BernoulliNB,Default,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:auto-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:ball_tree-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:kd_tree-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:kd_tree-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:brute-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:brute-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:brute-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:3-algorithm:brute-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:auto-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:auto-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:ball_tree-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:ball_tree-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:kd_tree-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:kd_tree-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:brute-metric:minkowski-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:brute-metric:minkowski-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:brute-metric:euclidean-weights:uniform,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
KNeighborsClassifier,n_neighbors:5-algorithm:brute-metric:euclidean-weights:distance,CV-10,0.727272727273,0.454545454545,0.454545454545,0.454545454545
