Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.573002754821,0.190541228273,0.0363059596719,0.818181818182,0.0
Recall,0.318640955004,0.135132945007,0.0182609128264,0.454545454545,0.0
Precision,0.31955922865,0.135126704886,0.0182592263734,0.454545454545,0.0
F1,0.320018365473,0.135429797864,0.0183412301494,0.454545454545,0.0
