Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.438502673797,0.188475175299,0.0355228917042,0.727272727273,0.0
Recall,0.251336898395,0.13203250791,0.017432583145,0.454545454545,0.0
Precision,0.25294117647,0.132832545392,0.0176444851153,0.454545454545,0.0
F1,0.251871657754,0.131933923219,0.017406560096,0.454545454545,0.0
