Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.923036903592,0.129475715831,0.01676396099,1.0,0.200723514212
Recall,0.969634511272,0.132004032347,0.0174250645558,1.0,0.0659159159159
Precision,0.945349219737,0.0784135149045,0.00614867931968,1.0,0.534848484848
F1,0.946322521876,0.123642456722,0.0152874571043,1.0,0.120537836148
