Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.889960810821,0.14299188514,0.0204466792159,1.0,0.542549361208
Recall,0.95015117158,0.0990570986474,0.00981230879244,1.0,0.485714285714
Precision,0.920539879404,0.132999288838,0.0176888108315,1.0,0.674918699187
F1,0.922858415718,0.100566574049,0.010113635816,1.0,0.626333333333
