Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.462337662338,0.110534664057,0.0122179119582,0.6,0.3
Recall,0.00519480519481,0.0221922175203,0.000492494518469,0.1,0.0
Precision,0.00649350649351,0.0294435949318,0.00086692528251,0.2,0.0
F1,0.0038961038961,0.0193502135399,0.000374430764041,0.1,0.0
