Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
AdaBoostClassifier,Algorithm:SAMME-n_estimators:10,LeaveOneOut,0.6,0.1,0.1,0.1
Bagging,bootstrap:True-n_estimators:10,LeaveOneOut,0.6,0.1,0.1,0.0
DecisionTree,criterion:gini-splitter:random,LeaveOneOut,0.6,0.1,0.1,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:ball_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:kd_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:kd_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:brute-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:4-algorithm:brute-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:ball_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:kd_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:kd_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:brute-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:6-algorithm:brute-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:ball_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:kd_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:kd_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:brute-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:7-algorithm:brute-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:ball_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:kd_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:kd_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:brute-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:8-algorithm:brute-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:9-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:9-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
KNeighborsClassifier,n_neighbors:9-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.0,0.0,0.0
