Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.513888888889,0.143667783789,0.0206404320988,0.722222222222,0.333333333333
Recall,0.263888888889,0.0721687836485,0.0052083333333,0.333333333333,0.166666666667
Precision,0.25,0.083333333333,0.00694444444439,0.333333333333,0.166666666667
F1,0.277777777778,0.0680413817437,0.00462962962959,0.333333333333,0.166666666667
