Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.295454545454,0.134456358707,0.0180785123966,0.454545454545,0.0909090909091
Recall,0.159090909091,0.0753778361443,0.0056818181818,0.272727272727,0.0909090909091
Precision,0.25,0.0753778361444,0.00568181818181,0.363636363636,0.181818181818
F1,0.227272727273,0.101639453523,0.0103305785124,0.363636363636,0.0909090909091
