Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
AdaBoostClassifier,Algorithm:SAMME-n_estimators:10,LeaveOneOut,0.6,0.4,0.4,0.4
BernoulliNB,Default,LeaveOneOut,0.6,0.45,0.45,0.45
GaussianNB,Default,LeaveOneOut,0.6,0.45,0.45,0.45
KNeighborsClassifier,n_neighbors:6-algorithm:auto-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:auto-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:ball_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:ball_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:kd_tree-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:kd_tree-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:brute-metric:minkowski-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
KNeighborsClassifier,n_neighbors:6-algorithm:brute-metric:euclidean-weights:uniform,LeaveOneOut,0.6,0.35,0.35,0.35
