Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.503529411765,0.040792325759,0.00166401384083,0.6,0.35
Recall,0.347058823529,0.0333015996582,0.00110899653979,0.45,0.25
Precision,0.347352941176,0.0344117647059,0.00118416955017,0.45,0.2
F1,0.347647058824,0.0337864246606,0.00114152249135,0.45,0.2
