Performance,Mean,STD,Variance,MAX,MIN
Accuracy,1.0,0.0,0.0,1.0,1.0
Recall,0.46875,0.0541265877365,0.0029296875,0.5,0.375
Precision,0.5,0.0,0.0,0.5,0.5
F1,0.46875,0.0541265877365,0.0029296875,0.5,0.375
