Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.691666666667,0.0595119035714,0.00354166666669,0.766666666667,0.633333333333
Recall,0.4,0.141421356237,0.02,0.6,0.2
Precision,0.25,0.0866025403784,0.0075,0.4,0.2
F1,0.0999999999997,0.0577350269188,0.00333333333332,0.133333333333,0.0
