Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.761383928572,0.015775739718,0.000248873963649,0.788392857143,0.75
Recall,0.8,0.0176776695297,0.0003125,0.825,0.775
Precision,0.835897435897,0.00843186327041,7.10963182109e-05,0.847692307692,0.823846153846
F1,0.754055303142,0.032430170519,0.00105171595989,0.789370485036,0.701943584451
