Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.637554112554,0.126067758303,0.0158930796837,0.85,0.433333333333
Recall,0.515584415584,0.231911836733,0.0537831000169,0.8,0.0
Precision,0.405194805195,0.205133605501,0.0420797961057,0.733333333333,0.0
F1,0.44341991342,0.211256444714,0.0446292854332,0.76,0.0
