Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.568181818182,0.0990658850807,0.00981404958681,0.727272727273,0.454545454545
Recall,0.386363636363,0.0753778361444,0.00568181818181,0.454545454545,0.272727272727
Precision,0.386363636363,0.0393647910811,0.00154958677686,0.454545454545,0.363636363636
F1,0.318181818181,0.0454545454545,0.00206611570248,0.363636363636,0.272727272727
