Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.295833333334,0.0414578098795,0.00171875,0.366666666667,0.266666666667
Recall,0.333333333334,0.263523138347,0.0694444444445,0.666666666667,0.0
Precision,0.195833333333,0.238156986041,0.0567187499999,0.583333333333,0.0
F1,0.258928571429,0.0154647393532,0.000239158163261,0.285714285714,0.25
