Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.547413793103,0.0508182160455,0.00258249108205,0.603448275862,0.465517241379
Recall,0.327586206897,0.0243829924546,0.00059453032104,0.362068965517,0.293103448276
Precision,0.336206896552,0.0258620689654,0.000668846611172,0.362068965517,0.293103448276
F1,0.306034482759,0.0478040366656,0.00228522592153,0.362068965517,0.258620689655
