Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.713424075924,0.192778678582,0.0371636189157,1.0,0.271524966262
Recall,0.778571428571,0.266125578523,0.0708228235442,1.0,0.00869565217391
Precision,0.734463960698,0.206423293753,0.0426105762039,1.0,0.05
F1,0.722298934137,0.23203819974,0.0538417261385,1.0,0.0166666666667
