Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.798363433668,0.0719053514388,0.00517037956554,1.0,0.718905982906
Recall,0.878447204969,0.0544420793665,0.00296394000574,1.0,0.762857142857
Precision,0.796399663996,0.0737735026984,0.00544252970039,1.0,0.672272727273
F1,0.828022345671,0.0620100718527,0.00384524901118,1.0,0.774668845316
