Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.615046569592,0.071155990322,0.00506317495871,0.762626262626,0.393939393939
Recall,0.762337662338,0.16600306412,0.0275570172973,1.0,0.2
Precision,0.674307780964,0.140150403484,0.0196421355968,0.916666666667,0.2
F1,0.656503437357,0.104667642361,0.0109553153573,0.741758241758,0.125
