Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
AdaBoostClassifier,Algorithm:SAMME-n_estimators:10,CV-5,0.550505050505,0.566666666667,0.785714285714,0.583333333333
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:10,CV-5,0.449494949495,0.2,0.25,0.222222222222
Bagging,bootstrap:True-n_estimators:10,CV-5,0.505050505051,0.4,0.75,0.222222222222
Bagging,bootstrap:False-n_estimators:10,CV-5,0.393939393939,0.2,0.2,0.2
BernoulliNB,Default,CV-5,0.59595959596,0.666666666667,0.777777777778,0.607142857143
DecisionTree,criterion:gini-splitter:best,CV-5,0.393939393939,0.2,0.7,0.2
DecisionTree,criterion:gini-splitter:random,CV-5,0.560606060606,0.5,0.3125,0.672727272727
DecisionTree,criterion:entropy-splitter:best,CV-5,0.393939393939,0.366666666667,0.25,0.125
DecisionTree,criterion:entropy-splitter:random,CV-5,0.616161616162,0.2,0.4,0.333333333333
GaussianNB,Default,CV-5,0.560606060606,0.5,0.3125,0.384615384615
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:uniform,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:uniform,CV-5,0.762626262626,0.666666666667,0.916666666667,0.704545454545
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:euclidean-weights:uniform,CV-5,0.762626262626,0.666666666667,0.916666666667,0.704545454545
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-5,0.762626262626,0.666666666667,0.916666666667,0.704545454545
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-5,0.762626262626,0.666666666667,0.916666666667,0.704545454545
KNeighborsClassifier,n_neighbors:2-algorithm:ball_tree-metric:euclidean-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-5,0.762626262626,0.666666666667,0.916666666667,0.704545454545
KNeighborsClassifier,n_neighbors:2-algorithm:kd_tree-metric:minkowski-weights:distance,CV-5,0.707070707071,0.666666666667,0.857142857143,0.666666666667
