Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.765208333334,0.04663911844,0.00217520736886,0.810555555556,0.704444444444
Recall,0.5625,0.0739509972887,0.00546875,0.65,0.45
Precision,0.4425,0.0412731416569,0.00170347222223,0.486666666667,0.375
F1,0.487261904762,0.0615690300788,0.00379074546485,0.57,0.42
