Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.728934707904,0.149326549429,0.0222984183643,0.878888888889,0.210277777778
Recall,0.277835051546,0.248134178883,0.0615705707302,1.0,0.0
Precision,0.217899689085,0.191915001673,0.0368313678673,0.75,0.0
F1,0.219160765733,0.178916859241,0.0320112425206,0.596666666667,0.0
